Tip_label	f
Procryptocerus_hylaeus	0.09
Procryptocerus_scabriusculus	0.09
Protalaridris_armata	1
Rhopalothrix_isthmica	0.06
Sericomyrmex_parvulus	0.25
Strumigenys_actis	0.06
Strumigenys_admixta	0.06
Strumigenys_agetos	0.06
Strumigenys_alapa	0.06
Strumigenys_ambatrix	0.06
Strumigenys_ampyx	0.06
Strumigenys_biolleyi	0.06
Strumigenys_brevicornis	0.06
Strumigenys_cabira	0.06
Strumigenys_charino	0.06
Strumigenys_chilo	0.06
Strumigenys_chiricahua	0.06
Strumigenys_chyzeri	0.06
Strumigenys_cordovensis	0.06
Strumigenys_coveri	0.06
Strumigenys_covina	0.06
Strumigenys_dicomas	0.06
Strumigenys_dora	0.06
Strumigenys_emmae	0.06
Strumigenys_erynnes	0.06
Strumigenys_exiguaevitae	0.06
Strumigenys_fridericimuelleri	0.06
Strumigenys_glycon	0.06
Strumigenys_godeffroyi	0.06
Strumigenys_grandidieri	0.06
