generation,N_shifts,logPrior,logLik,eventRate,acceptRate
6185000,40,-6.83178,-6945.27,33.43,0.444625
6190000,32,-1.85518,-6966.03,29.8486,0.438
6195000,35,-0.938432,-6974.34,40.177,0.427
6200000,38,6.82094,-6956.66,45.424,0.442917
6205000,41,2.22761,-6954.89,37.025,0.453
6210000,43,-9.25497,-6943.75,37.1582,0.42
6215000,33,-11.7088,-6929.84,46.1087,0.444222
6220000,34,-5.99067,-6946.75,24.9568,0.431
6225000,45,-7.82953,-6938.2,47.4085,0.434
6230000,39,-6.99611,-6950.47,37.3268,0.432704
6235000,40,2.96058,-6961.87,34.9603,0.446
6240000,36,1.13196,-6971.75,34.2557,0.423
6245000,34,3.29417,-6946.33,32.7284,0.415
6250000,36,1.09213,-6947.05,33.0552,0.431
6255000,38,-0.019358,-6955.73,38.72,0.4398
6260000,32,-0.0271894,-6940.23,30.2775,0.4034
6265000,34,-2.0829,-6946.45,30.5503,0.403
6270000,39,-4.70603,-6944.75,49.7279,0.43
6275000,45,-1.02771,-6959.55,44.8321,0.461
6280000,37,-2.99111,-6944.59,33.5669,0.429
6285000,35,8.5752,-6947.47,34.0284,0.445
6290000,39,-3.08833,-6947.97,37.8009,0.416778
6295000,37,4.38423,-6976.38,45.7108,0.4595
6300000,34,-0.848252,-6955.68,48.2955,0.4095
6305000,33,-2.6782,-6948.09,38.0068,0.425
6310000,39,-10.7073,-6955.5,37.2343,0.43
6315000,39,5.5957,-6983.75,48.8871,0.416
6320000,39,3.31733,-6943.02,37.7314,0.433
6325000,44,-4.65453,-6939.79,43.8883,0.416
6330000,43,0.998735,-6956.09,37.26,0.4406
6335000,39,-0.56563,-6944.48,40.0708,0.442
6340000,36,-2.5087,-6934.06,40.8584,0.433
6345000,36,1.0568,-6952.67,42.3861,0.423
6350000,40,-0.280651,-6958.97,44.6608,0.4196
6355000,43,0.819572,-6952.37,51.5381,0.451
6360000,43,3.67217,-6950.86,31.6188,0.462
6365000,41,4.42545,-6957.63,32.4488,0.467
6370000,39,-5.99337,-6956.05,42.2124,0.4525
6375000,37,-3.15432,-6950.74,43.0568,0.444667
6380000,35,-2.91279,-6972.34,42.3345,0.42525
6385000,39,-0.768714,-6967.74,47.7785,0.442
6390000,34,0.273974,-6966.78,32.0277,0.435375
6395000,34,2.37655,-6943.38,27.2005,0.44
6400000,37,-3.27397,-6982.51,41.5764,0.407
6405000,38,-5.21005,-6929.54,32.7889,0.413
6410000,43,-4.1957,-6938.19,46.2791,0.435
6415000,45,3.76168,-6925.51,54.0764,0.467
6420000,32,-2.45859,-6957.4,39.5222,0.384
6425000,31,4.81418,-6967.19,34.1145,0.403
6430000,39,-1.19092,-6949.48,41.8368,0.406
6435000,37,10.7265,-6953.09,43.5654,0.4535
6440000,36,3.77441,-6967.82,38.0132,0.441
6445000,36,3.13995,-6967.15,41.7516,0.42
6450000,38,4.62099,-6949.11,29.223,0.433
6455000,42,-4.25081,-6923.05,38.2861,0.442
6460000,32,3.32387,-6954.82,36.3384,0.44
6465000,32,-0.917849,-6958.9,41.6511,0.442227
6470000,39,-12.2611,-6934.89,37.8758,0.44125
6475000,36,3.13783,-6973.05,28.5457,0.413429
6480000,35,7.03143,-6960.4,35.2238,0.441
6485000,41,-0.6489,-6939.8,44.5963,0.4375
6490000,28,-1.17669,-6964.43,33.8646,0.422286
6495000,38,-0.886628,-6950.68,38.4444,0.418
6500000,32,-4.67608,-6981.88,44.2817,0.41
6505000,33,-2.33808,-6960.65,34.3438,0.431733
6510000,35,7.59165,-6963.04,31.2148,0.442
6515000,33,-0.645666,-6960.04,36.0067,0.441667
6520000,38,-3.67381,-6945.24,36.5931,0.424
6525000,30,2.38529,-6965.69,31.6524,0.428778
6530000,28,-1.27945,-6971.92,27.5986,0.396667
6535000,32,-0.524749,-6964.94,35.4141,0.434
6540000,33,-3.79176,-6949.82,44.6676,0.444214
6545000,33,0.301628,-6953.29,37.8084,0.459
6550000,37,0.937189,-6954.35,35.4215,0.47
6555000,37,-2.43962,-6938.99,34.8641,0.425
6560000,36,5.22925,-6945.71,31.5245,0.423
6565000,37,3.20368,-6936.53,36.5227,0.437
6570000,42,8.87353,-6950.56,33.9181,0.45
6575000,37,7.20205,-6950.51,30.7535,0.450357
6580000,34,0.442134,-6952.89,44.3706,0.441375
6585000,42,-8.90012,-6948.03,45.2363,0.419286
6590000,32,3.21835,-6938.01,24.7999,0.404
6595000,44,-5.01002,-6964.24,54.0287,0.4427
6600000,42,4.97225,-6941.32,31.3346,0.449143
6605000,31,-8.39798,-6956.03,41.1295,0.401
6610000,35,-10.6786,-6961.13,23.485,0.4186
6615000,33,-2.89962,-6972.14,26.6949,0.428
6620000,32,2.55236,-6943.73,19.4691,0.427
6625000,28,-6.87344,-6956.13,21.1276,0.39
6630000,37,-4.48325,-6944.59,34.8971,0.432
6635000,31,3.03986,-6957.57,26.5325,0.424167
6640000,29,-2.65351,-6960.92,31.1907,0.405
6645000,30,0.582727,-6973.85,37.0184,0.42
6650000,33,-6.35551,-6954.99,39.7428,0.394
6655000,38,-0.146529,-6952.93,52.5218,0.406
6660000,37,-3.50735,-6953.91,46.1334,0.405
6665000,37,-0.926787,-6936.35,30.7991,0.424
6670000,34,-7.05563,-6960.2,22.3069,0.401
6675000,40,-1.229,-6943.5,29.6419,0.422
6680000,42,5.59649,-6915,43.6668,0.429
6685000,37,2.61456,-6941.36,35.9561,0.4515
6690000,43,3.16683,-6922.77,43.1327,0.465
6695000,31,2.04696,-6955.1,24.458,0.399
6700000,30,2.03131,-6976.83,21.5446,0.410231
6705000,26,4.33933,-6970.48,22.7354,0.404
6710000,33,4.51713,-6963.32,28.9563,0.437
6715000,32,3.01084,-6969.59,29.3187,0.418
6720000,39,3.18948,-6946.1,47.4359,0.3905
6725000,45,-1.52962,-6945.31,35.9492,0.46025
6730000,37,0.218266,-6942.02,41.949,0.44032
6735000,39,-4.36552,-6945.32,31.713,0.426
6740000,34,3.74153,-6970.73,46.7767,0.44
6745000,35,1.11931,-6970.36,35.1058,0.441
6750000,44,-0.44401,-6932.74,45.0698,0.437
6755000,46,-9.39904,-6928.7,59.3092,0.44
6760000,39,6.31568,-6930.46,43.6983,0.447889
6765000,32,4.4454,-6973.5,34.0708,0.430833
6770000,34,8.38418,-6960.03,27.015,0.403
6775000,36,5.69988,-6959.4,45.7828,0.4144
6780000,29,6.20107,-6975.64,24.6855,0.42075
6785000,32,3.69098,-6958.49,36.4713,0.413263
6790000,34,-0.581941,-6951.01,36.7257,0.4
6795000,32,0.549667,-6959.3,34.2308,0.387
6800000,32,-1.3336,-6964.4,39.8128,0.424357
6805000,38,9.65255,-6947.68,35.687,0.434667
6810000,31,-1.24227,-6966.94,32.4104,0.425
6815000,30,3.71403,-6972.44,23.364,0.418
6820000,30,1.00165,-6965.97,29.212,0.416
6825000,41,1.74712,-6928.67,50.3812,0.393
6830000,42,5.96242,-6923.67,39.1927,0.435
6835000,40,9.75948,-6947.12,38.4453,0.439
6840000,48,9.13561,-6916.64,50.4419,0.464
6845000,54,7.04329,-6904.79,44.3012,0.444
6850000,41,1.2741,-6954.06,35.0959,0.427
6855000,32,-4.02433,-6967.27,29.7197,0.416
6860000,38,1.93907,-6952.64,32.4736,0.443
6865000,45,8.88091,-6909.64,49.3268,0.451
6870000,40,1.90647,-6922.05,31.1994,0.422
6875000,33,-1.89291,-6957.48,32.1347,0.427533
6880000,31,1.01632,-6949.33,31.3519,0.42525
6885000,34,3.47788,-6947.3,32.8344,0.392
6890000,30,-3.85253,-6953.66,32.5359,0.399
6895000,35,3.74368,-6949.51,34.7614,0.444
6900000,39,3.78613,-6913.46,42.3146,0.419
6905000,40,3.95577,-6915.13,47.3442,0.463
6910000,40,6.36676,-6913.75,38.4001,0.43
6915000,30,-9.61465,-6951.55,29.2274,0.421
6920000,40,11.7829,-6920.89,44.9012,0.426
6925000,29,-2.77141,-6977.93,31.5038,0.4189
6930000,33,-6.92531,-6970.14,32.7249,0.425
6935000,37,-7.91936,-6959.18,32.4252,0.393
6940000,29,0.360805,-6964.75,43.517,0.416375
6945000,25,2.17993,-6972.28,19.0271,0.41475
6950000,42,6.57356,-6918.2,40.6964,0.433
6955000,43,0.713552,-6927.78,53.8338,0.432
6960000,44,-2.29132,-6910.84,49.2994,0.414
6965000,33,-0.406842,-6982.42,29.7527,0.4202
6970000,40,-3.85913,-6957.47,39.9099,0.42725
6975000,37,0.408592,-6964.95,30.5063,0.4535
6980000,41,8.77838,-6947.38,54.3435,0.4455
6985000,48,9.6382,-6945.78,41.297,0.495
6990000,50,0.769287,-6945.95,58.3678,0.47125
6995000,35,-4.88892,-6973.79,33.59,0.43
7000000,43,-0.13339,-6926.72,48.9952,0.4527
7005000,33,2.87271,-6992.79,32.515,0.439125
7010000,39,-4.14232,-6941.91,33.9298,0.408
7015000,38,3.03791,-6934.07,34.9299,0.434556
7020000,38,0.550137,-6924.71,42.9488,0.43
7025000,36,-7.12696,-6961.07,29.9446,0.404778
7030000,36,-5.72464,-6965.36,32.3417,0.434
7035000,43,-1.78602,-6941.12,38.1956,0.407
7040000,43,6.5012,-6934.97,44.7255,0.438
7045000,42,-10.2847,-6940.15,40.6424,0.440571
7050000,44,-2.70339,-6935.68,46.3657,0.456
7055000,33,-0.642907,-6954.11,33.6216,0.428333
7060000,43,1.25778,-6919.55,40.5193,0.448
7065000,45,0.714696,-6956.54,37.4293,0.472
7070000,45,11.6608,-6924,48.2586,0.427
7075000,40,-1.95999,-6952.92,42.0338,0.427
7080000,45,-2.53126,-6921.64,33.387,0.461
7085000,50,4.07374,-6920.37,52.6943,0.457
7090000,42,10.7048,-6935.13,36.2285,0.45775
7095000,48,5.98841,-6936.72,43.6829,0.464
7100000,42,-10.3396,-6941.62,41.8719,0.45
7105000,42,0.967664,-6930.39,42.1852,0.445
7110000,45,0.545205,-6945.84,43.6949,0.41
7115000,50,3.85085,-6910.53,57.7225,0.460813
7120000,39,-6.58452,-6924.85,50.1013,0.439786
7125000,45,-0.926792,-6902,52.5362,0.444
7130000,45,3.07937,-6908.31,42.0325,0.417
7135000,35,5.3294,-6938.19,33.5092,0.439188
7140000,30,-0.482914,-6949.16,25.575,0.412
7145000,42,0.796277,-6926.52,38.019,0.438
7150000,48,-3.64344,-6932.31,34.7395,0.447
7155000,47,5.9845,-6931.81,52.8702,0.442476
7160000,50,4.34531,-6922.06,44.6131,0.46325
7165000,41,8.40954,-6943.74,25.3589,0.448333
7170000,47,9.38663,-6920.85,60.2714,0.465
7175000,38,6.28384,-6927.24,46.7087,0.445
7180000,34,-0.270661,-6942.84,30.4771,0.417
7185000,40,6.11917,-6962.25,33.7591,0.46
7190000,39,1.81142,-6958.96,42.7599,0.445235
7195000,39,6.41268,-6959.08,43.2694,0.447
7200000,45,7.26778,-6952.45,46.2429,0.444
7205000,37,-0.0564812,-6921.69,42.0105,0.423
7210000,34,8.4621,-6950.45,39.0503,0.442417
7215000,32,7.71315,-6955.82,38.2562,0.422
7220000,32,1.00399,-6951.07,39.2666,0.432
7225000,33,8.34991,-6953.77,31.5596,0.421375
7230000,40,-1.4858,-6968.67,48.898,0.428857
7235000,30,7.59625,-6950.44,24.3848,0.422
7240000,37,2.22206,-6951.49,30.0433,0.433
7245000,37,-4.03442,-6937.12,33.2188,0.409
7250000,43,-1.08871,-6941.74,52.41,0.446
7255000,34,-3.80243,-6974.47,37.0718,0.454
7260000,30,-3.51366,-6943.97,28.7541,0.4205
7265000,32,-0.0310572,-6935.84,40.9004,0.394
7270000,39,5.84032,-6963.77,38.0644,0.445
7275000,34,2.9835,-6941.76,32.7207,0.44428
7280000,36,5.92484,-6953.75,41.5269,0.437
7285000,34,1.33838,-6958.61,46.0665,0.422
7290000,30,5.1198,-6961.21,36.3784,0.423
7295000,40,-6.14619,-6946.44,39.5543,0.432
7300000,33,9.28238,-6966.01,39.2157,0.449
7305000,35,8.64577,-6967.84,39.3817,0.441
7310000,35,-1.8393,-6953.7,39.4416,0.437519
7315000,47,6.5612,-6940.76,42.5867,0.437
7320000,34,0.631008,-6941,33.2549,0.433
7325000,39,4.95692,-6953.95,43.4652,0.453
7330000,32,-8.67246,-6973.74,32.3819,0.423625
7335000,33,2.74287,-6932.66,26.4702,0.405
7340000,37,-3.18177,-6970.76,42.7232,0.402857
7345000,34,0.471215,-6948.17,38.8323,0.444
7350000,33,-12.9339,-6955.89,27.0466,0.407
7355000,36,0.601942,-6945.45,57.8337,0.42
7360000,42,-7.88335,-6935.88,48.7581,0.428
7365000,38,-5.34264,-6956.27,35.2464,0.42
7370000,29,-3.04784,-6958.78,26.1767,0.39
7375000,35,3.03169,-6953.75,33.3044,0.411
7380000,37,-6.61478,-6942.44,32.4659,0.429
7385000,36,-10.2025,-6947.34,36.0723,0.435
7390000,40,-3.68005,-6932.48,38.5264,0.427
7395000,38,-0.330898,-6933.69,24.8936,0.419667
7400000,39,-2.32505,-6947.27,30.2319,0.43
7405000,38,6.08027,-6932.82,37.0643,0.437
7410000,32,1.28192,-6952.75,36.6741,0.413303
7415000,31,-2.24861,-6949.05,28.7964,0.416
7420000,36,-2.21314,-6935.42,37.839,0.414
7425000,37,-4.78819,-6948.27,37.9241,0.421
7430000,35,-9.5618,-6962.46,37.4933,0.418
7435000,40,2.94749,-6961.39,34.857,0.426
7440000,43,-9.32124,-6929.55,35.9575,0.424
7445000,41,-3.49618,-6965.39,37.828,0.431
7450000,40,-10.8379,-6920.42,39.629,0.43
7455000,36,4.15153,-6941.15,31.4704,0.418622
7460000,39,0.417041,-6958.9,43.1124,0.436
7465000,38,1.9452,-6955.35,36.4634,0.44
7470000,43,-3.6614,-6948.64,44.2691,0.462
7475000,40,-2.37115,-6933.3,34.5594,0.45275
7480000,35,-7.5279,-6972.39,46.8163,0.419
7485000,32,-10.4279,-6947.46,30.6862,0.420143
7490000,36,-1.67486,-6945.47,39.1587,0.422
7495000,36,0.141357,-6942.95,34.4412,0.406
7500000,33,-6.952,-6948.35,37.2592,0.422
7505000,38,0.300457,-6942.52,48.731,0.47
7510000,37,0.908167,-6948.78,43.9074,0.43
7515000,32,2.00581,-6975.97,33.1395,0.455
7520000,32,1.33105,-6960.67,34.249,0.418125
7525000,31,2.21842,-6951.86,30.3536,0.418
7530000,25,-3.06279,-6981.2,21.6776,0.408
7535000,25,-0.277285,-6982.93,18.3845,0.3838
7540000,34,1.9728,-6968.01,42.177,0.429
7545000,31,4.19072,-6950.51,26.2506,0.438
7550000,36,1.19754,-6961.86,32.6508,0.4275
7555000,34,6.02215,-6931.89,31.8668,0.439
7560000,35,0.490049,-6963.31,32.8903,0.430857
7565000,27,6.88466,-6980.43,32.0326,0.424111
7570000,39,0.907265,-6934.66,36.4227,0.407333
7575000,45,-2.27672,-6955.63,53.3132,0.467
7580000,29,1.55703,-6968.43,37.2217,0.395
7585000,33,10.6226,-6962.13,26.8044,0.425571
7590000,33,6.3751,-6960.18,38.6458,0.44
7595000,38,-0.145021,-6955.86,28.1505,0.422735
7600000,35,-0.733189,-6946.3,25.7631,0.408
7605000,38,1.27759,-6949.57,35.2342,0.479
7610000,36,7.8783,-6964.64,35.9108,0.425938
7615000,41,1.8595,-6964.61,38.4964,0.463
7620000,38,-0.332733,-6968.97,37.0097,0.463
7625000,39,-1.19089,-6951.86,40.8438,0.44275
7630000,43,-0.813619,-6931.48,41.6201,0.453
7635000,45,-6.63012,-6948.55,49.576,0.45
7640000,39,-5.30979,-6942.89,40.4997,0.417
7645000,46,-7.2365,-6938.28,36.9613,0.451
7650000,41,-1.97339,-6937.74,34.8965,0.441
7655000,36,5.03659,-6931.2,43.4911,0.450714
7660000,38,7.12443,-6931.52,35.1022,0.423
7665000,36,2.97294,-6920.15,31.8887,0.437
7670000,33,3.50586,-6959.53,37.4846,0.419857
7675000,39,5.35145,-6937.04,43.3857,0.437667
7680000,38,-7.01009,-6954.52,53.6884,0.424875
7685000,39,2.65678,-6946.66,43.336,0.432
7690000,37,-1.73809,-6945.87,45.9356,0.437
7695000,37,3.22929,-6927.94,47.9174,0.453
7700000,40,-0.163458,-6915.4,37.2605,0.398
7705000,46,-12.1127,-6914.07,53.1602,0.429
7710000,43,8.00688,-6931.95,33.0399,0.427812
7715000,37,8.23749,-6927.45,43.2181,0.428
7720000,41,1.2743,-6929.84,44.7409,0.463
7725000,38,-4.65285,-6950.72,49.1071,0.415
7730000,34,1.43727,-6954.75,32.1898,0.439375
7735000,44,1.17299,-6925.92,53.7644,0.408
7740000,42,-0.802323,-6924.42,38.1935,0.414667
7745000,41,-4.80773,-6935.01,36.8691,0.4332
7750000,31,3.95591,-6965.85,24.8883,0.405636
7755000,36,-2.6759,-6947.16,32.7044,0.4245
7760000,42,5.7997,-6966.72,46.1853,0.437
7765000,40,13.5327,-6946.54,54.0532,0.4426
7770000,42,14.4886,-6951.42,41.5865,0.45
7775000,40,2.71175,-6928.93,38.0389,0.453
7780000,36,-3.29101,-6946.64,23.4709,0.4246
7785000,37,3.21624,-6939.73,37.0852,0.427
7790000,43,-11.9789,-6930.07,37.1917,0.421
7795000,40,-1.66465,-6947.63,42.7692,0.457
7800000,39,2.28366,-6948.7,39.7567,0.449
7805000,45,-1.11512,-6942.45,40.7974,0.476
7810000,37,0.604252,-6937.95,35.451,0.39
7815000,35,-7.17472,-6946.86,34.2765,0.4417
7820000,32,2.67931,-6949.17,34.9246,0.452
7825000,32,-0.849724,-6965.93,33.9007,0.4415
7830000,37,-11.7053,-6942,32.4336,0.428462
7835000,38,5.11558,-6935.42,39.0556,0.441
7840000,37,3.9704,-6933.56,34.2674,0.432
7845000,34,-6.16,-6946.22,23.8904,0.422
7850000,33,-0.23348,-6979.95,32.1221,0.405
7855000,40,-4.39833,-6950.09,39.4924,0.422
7860000,34,1.12059,-6977.53,38.797,0.428111
7865000,42,2.42228,-6915.88,34.8508,0.44425
7870000,34,8.38297,-6955.88,29.4161,0.4463
7875000,37,3.83803,-6958.69,33.9014,0.501
7880000,47,-5.62668,-6931.64,48.4135,0.47
7885000,41,8.82426,-6973.88,40.9976,0.477
7890000,40,6.46938,-6952.91,40.0416,0.443
7895000,41,-5.93129,-6939.89,37.3436,0.437
7900000,45,6.08292,-6921.79,45.382,0.461
7905000,42,3.25774,-6927.44,43.3835,0.443
7910000,39,-0.936003,-6930.83,39.931,0.4352
7915000,36,2.03061,-6934.93,35.2887,0.413
7920000,38,-1.22627,-6952.21,39.2858,0.4358
7925000,42,-1.65155,-6930.36,39.9442,0.425067
7930000,37,-7.77697,-6929.84,29.1717,0.406
7935000,34,4.02658,-6947.58,37.661,0.439
7940000,41,1.50753,-6930.68,41.9242,0.405
7945000,43,6.8183,-6929.68,45.5208,0.438
7950000,49,3.80288,-6932.67,43.7191,0.475
7955000,48,1.69133,-6941.25,49.8367,0.426
7960000,29,1.33234,-6966.77,35.3876,0.43175
7965000,34,1.85459,-6939.7,31.2093,0.427
7970000,42,-9.70726,-6932.24,48.1409,0.416
7975000,40,6.69618,-6927.11,34.0561,0.421
7980000,39,6.8738,-6929.57,33.825,0.432
7985000,40,2.79909,-6946.1,39.6687,0.443625
7990000,42,-1.34943,-6943.41,42.5933,0.4443
7995000,38,2.66049,-6961.58,41.107,0.447
8000000,50,-6.27209,-6898.31,41.4308,0.438
8005000,41,4.33564,-6954.78,46.0366,0.453
8010000,47,-4.59714,-6920.48,35.8591,0.447125
8015000,42,4.85822,-6933.38,48.4972,0.429
8020000,43,3.637,-6928.04,47.39,0.453
8025000,38,-5.50372,-6921.96,38.4889,0.425
8030000,36,-0.846674,-6929.2,36.6137,0.395
8035000,39,-4.85265,-6940.62,35.8272,0.42
8040000,45,-1.27465,-6934.51,45.5278,0.45
8045000,38,1.11018,-6913.71,51.2638,0.444
8050000,43,-1.75431,-6920.86,42.3308,0.4472
8055000,37,3.05481,-6945.91,32.8837,0.453
8060000,36,1.82521,-6942.37,34.1316,0.45
8065000,41,3.72691,-6950.74,36.4102,0.455
8070000,39,1.36122,-6929.34,40.8871,0.4525
8075000,36,5.45137,-6927,37.6312,0.434
8080000,40,8.80576,-6941.84,42.4526,0.463
8085000,36,8.5043,-6937.69,29.1447,0.4448
8090000,37,2.23722,-6945.47,32.8606,0.422
8095000,39,-1.43363,-6948.66,48.1539,0.426889
8100000,46,-3.32056,-6920.88,45.9139,0.458667
8105000,39,6.18904,-6920.41,39.2412,0.455
8110000,38,-5.4968,-6920.88,43.2992,0.43
8115000,36,-1.85164,-6930.95,36.1418,0.453
8120000,42,-12.7695,-6936.82,51.5014,0.435
8125000,30,2.95143,-6939.4,29.5535,0.421857
8130000,35,3.9438,-6947.19,38.2982,0.415
8135000,40,-13.3681,-6918.91,35.5257,0.449
8140000,41,0.306384,-6938.57,36.8865,0.462
8145000,39,6.76392,-6944.96,47.5133,0.4524
8150000,43,0.659749,-6917.95,25.4214,0.44
8155000,41,3.05067,-6950.86,45.8766,0.437
8160000,41,2.6192,-6921.52,42.5863,0.419
8165000,42,1.17516,-6901.3,38.8079,0.446
8170000,42,-8.16289,-6906.02,47.0973,0.43
8175000,45,2.81277,-6918.65,60.5511,0.456
8180000,42,8.09613,-6916.39,44.4897,0.428
8185000,34,-9.34315,-6953.81,28.1984,0.417296
8190000,47,0.019898,-6927.91,42.2198,0.471
8195000,48,5.56482,-6933.73,43.6362,0.483
8200000,46,2.33459,-6928.28,51.2517,0.456
8205000,32,0.850557,-6961.72,31.7372,0.422083
8210000,30,4.92631,-6935.36,34.3499,0.4225
8215000,35,-1.34462,-6946.95,34.8167,0.442
8220000,37,0.476359,-6938.59,34.8971,0.4326
8225000,38,-5.52533,-6955.42,44.6372,0.452
8230000,32,-1.17403,-6966.33,30.3921,0.408
8235000,34,1.46596,-6965.66,33.2869,0.446
8240000,46,1.25863,-6931.47,40.3037,0.494
8245000,36,1.56267,-6924.28,36.1898,0.386
8250000,37,-2.19122,-6950.61,42.371,0.484
8255000,36,-3.38582,-6944.99,40.9709,0.397
8260000,28,6.39695,-6973.44,27.777,0.432
8265000,33,0.731642,-6972.23,47.2514,0.438
8270000,32,5.06612,-6988.8,34.9047,0.458
8275000,44,-1.72757,-6920.95,39.6152,0.441
8280000,36,5.56404,-6945.88,31.2908,0.431
8285000,33,1.00536,-6955.88,27.0341,0.446
8290000,46,9.13952,-6912.53,36.8565,0.428
8295000,41,3.65235,-6946.42,31.7491,0.455
8300000,33,9.06856,-6953.66,31.2497,0.398
8305000,34,7.75813,-6937.89,41.045,0.4215
8310000,36,4.96823,-6944.44,32.7082,0.47
8315000,38,12.3517,-6938.73,33.4874,0.425
8320000,31,0.272461,-6955.08,32.7963,0.414583
8325000,33,4.86446,-6950.94,33.3665,0.391
8330000,37,6.6305,-6944.32,36.2471,0.427
8335000,49,5.19136,-6899.47,43.2092,0.443143
8340000,45,7.18629,-6914.23,47.8187,0.442
8345000,32,2.4821,-6938.86,37.915,0.427333
8350000,41,4.10323,-6929.87,35.1742,0.442
8355000,47,4.93999,-6910.54,62.3838,0.444545
8360000,42,-3.53356,-6910.65,46.6469,0.439
8365000,47,1.73608,-6929.4,41.5323,0.454
8370000,47,4.31853,-6908.77,48.3195,0.431
8375000,53,-8.4989,-6921.85,47.0829,0.45425
8380000,40,-3.49374,-6936.38,47.1093,0.455
8385000,43,-3.81423,-6928.3,43.5923,0.448
8390000,42,3.02731,-6928.3,43.8826,0.443
8395000,44,4.08283,-6914.27,49.6511,0.457571
8400000,39,3.05015,-6931.37,39.4688,0.444
8405000,39,-0.421786,-6938.24,37.3223,0.439294
8410000,53,-0.780831,-6927.92,46.5501,0.446385
8415000,45,11.4606,-6931.24,53.8862,0.433
8420000,41,-1.81589,-6932.37,41.8926,0.413
8425000,45,-3.55215,-6917.06,46.8229,0.454071
8430000,45,0.369649,-6909.28,50.0591,0.434
8435000,47,-2.91615,-6912.17,44.9522,0.447
8440000,48,0.17853,-6916.21,46.052,0.436
8445000,48,7.31272,-6939.65,46.5565,0.445
8450000,40,-3.53006,-6918.42,42.137,0.444571
8455000,34,8.29755,-6948.48,39.2474,0.443
8460000,47,3.54849,-6913.26,45.6733,0.433
8465000,48,3.49012,-6933.69,43.7102,0.491
8470000,42,6.42378,-6954.31,42.4789,0.434
8475000,37,-5.65331,-6909.18,44.737,0.429
8480000,38,2.24768,-6916.87,43.9199,0.4218
8485000,41,-5.09558,-6924.23,49.2173,0.475
8490000,31,-3.26837,-6920.8,40.7118,0.396
8495000,36,-2.88831,-6928.72,39.6748,0.397
8500000,40,2.87099,-6947.17,50.0788,0.409
8505000,44,-7.50065,-6933.55,40.4834,0.424
8510000,42,-4.95466,-6925.41,44.687,0.406
8515000,41,3.27432,-6933.61,40.4533,0.445
8520000,42,3.57405,-6911.49,25.6286,0.431522
8525000,38,7.19034,-6928.7,40.61,0.417667
8530000,38,-1.00067,-6943.07,30.8984,0.433667
8535000,41,-4.43644,-6940.13,39.8096,0.455
8540000,40,-0.742946,-6929.99,47.1459,0.424
8545000,31,-1.87438,-6978.71,34.2091,0.441308
8550000,48,-4.99927,-6928.1,37.9814,0.449
8555000,47,-4.87518,-6932.01,44.7742,0.447
8560000,40,-8.13763,-6932.48,30.4522,0.432
8565000,45,-1.61074,-6912.42,43.9533,0.416
8570000,44,2.49906,-6909.54,30.8301,0.444
8575000,39,-7.66969,-6944.28,41.5145,0.421
8580000,42,5.48358,-6933.55,49.3289,0.4655
8585000,37,0.00480965,-6934.72,35.3917,0.456
8590000,39,3.88187,-6905.54,34.5765,0.45
8595000,48,0.25071,-6926.15,51.1113,0.455
8600000,38,5.69423,-6948.76,28.534,0.434038
8605000,34,0.27122,-6969.26,34.8865,0.436
8610000,37,6.13619,-6943.03,34.5424,0.47
8615000,38,6.32142,-6937.37,36.3351,0.474286
8620000,43,3.69064,-6928.15,31.3117,0.472
8625000,38,-6.46489,-6947.59,42.8056,0.450545
8630000,33,1.93862,-6966.43,39.1319,0.439167
8635000,42,-2.10887,-6937.92,52.3806,0.418
8640000,43,-2.12423,-6932.79,41.5911,0.442
8645000,41,1.20589,-6933.55,33.7715,0.42925
8650000,44,-1.45184,-6930.26,50.2733,0.478
8655000,40,-7.56466,-6920.11,45.2275,0.4207
8660000,43,-12.0584,-6933.21,41.215,0.46
8665000,45,-1.89121,-6913.78,50.0273,0.416
8670000,38,-3.40979,-6946.91,31.8544,0.430455
8675000,36,2.79752,-6921.46,33.1986,0.404
8680000,35,0.690095,-6935.77,38.9473,0.435
8685000,34,2.19626,-6943.12,36.1486,0.42
8690000,40,-6.646,-6934.19,28.5779,0.443
8695000,38,-1.43476,-6941.27,33.1369,0.473
8700000,39,-1.48896,-6939.23,54.2004,0.451
8705000,35,-1.3647,-6931.51,38.2459,0.446
8710000,36,-2.8074,-6926.49,36.6735,0.436
8715000,42,8.4814,-6921.73,37.4167,0.464
8720000,35,-8.13634,-6966.16,36.8679,0.434
8725000,37,-4.70626,-6940.61,32.5134,0.40975
8730000,42,1.40089,-6937.59,48.0515,0.473
8735000,40,-3.38406,-6944.44,50.3745,0.44425
8740000,44,5.17301,-6941.87,52.1822,0.443
8745000,36,2.19659,-6945.24,32.8566,0.421909
8750000,37,2.01065,-6948.23,35.0658,0.439333
8755000,31,0.526505,-6942.85,27.6808,0.403
8760000,33,-2.90682,-6955.92,39.1506,0.4244
8765000,41,4.86849,-6953.82,55.3853,0.436125
8770000,43,-1.06869,-6928.76,39.9277,0.469
8775000,43,-0.952974,-6936.96,42.5404,0.419
8780000,39,4.25273,-6950.39,29.8603,0.446
8785000,37,-6.1611,-6945.86,34.2911,0.435875
8790000,30,-3.97917,-6968.22,30.7528,0.413429
8795000,37,7.36974,-6933.42,37.8239,0.414
8800000,35,1.0207,-6960.78,35.3535,0.413
